133,288,421,
343,880,1223,
435,898,1333,
600,790,1390,
311,434,745,
896,938,1834,
642,751,1393,
29,286,315,
105,599,704,
185,528,713,
538,758,1296,
57,664,721,
433,642,1075,
672,697,1369,
551,671,1222,
73,311,384,
644,899,1543,
510,540,1050,
77,574,651,
812,1000,1812,
164,270,434,
72,451,523,
663,922,1585,
138,486,624,
262,266,528,
173,188,361,
289,556,845,
18,725,743,
528,885,1413,
686,822,1508,
102,279,381,
3,231,234,
65,248,313,
383,707,1090,
25,363,388,
331,483,814,
176,708,884,
230,990,1220,
504,896,1400,
56,404,460,
234,277,511,
490,700,1190,
297,813,1110,
128,624,752,
231,571,802,
311,728,1039,
156,206,362,
262,462,724,
371,741,1112,
840,848,1688,
249,736,985,
458,896,1354,
387,565,952,
24,926,950,
170,390,560,
654,921,1575,
456,603,1059,
439,688,1127,
504,579,1083,
714,817,1531,
377,817,1194,
260,543,803,
219,453,672,
18,641,659,
297,755,1052,
772,974,1746,
266,649,915,
385,496,881,
476,817,1293,
135,930,1065,
247,248,495,
387,980,1367,
32,492,524,
710,808,1518,
104,756,860,
521,673,1194,
49,130,179,
324,965,1289,
676,849,1525,
605,733,1338,
402,717,1119,
106,247,353,
868,955,1823,
617,946,1563,
215,919,1134,
499,761,1260,
413,418,831,
536,960,1496,
387,674,1061,
208,913,1121,
478,555,1033,
123,304,427,
78,607,685,
54,417,471,
520,811,1331,
110,361,471,
298,566,864,
202,811,1013,
328,528,856,
15,665,680,
163,940,1103,
156,869,1025,
712,887,1599,
384,647,1031,
34,584,618,
93,861,954,
224,610,834,
173,771,944,
373,605,978,
413,865,1278,
753,918,1671,
238,254,492,
99,612,711,
491,922,1413,
341,687,1028,
182,657,839,
7,556,563,
449,509,958,
281,580,861,
249,980,1229,
310,944,1254,
529,686,1215,
835,995,1830,
94,544,638,
729,855,1584,
116,242,358,
448,717,1165,
212,572,784,
356,991,1347,
599,669,1268,
272,421,693,
264,730,994,
751,761,1512,
493,960,1453,
390,934,1324,
693,908,1601,
768,822,1590,
519,769,1288,
476,611,1087,
171,422,593,
796,876,1672,
540,699,1239,
268,726,994,
242,440,682,
367,430,797,
213,489,702,
198,267,465,
21,99,120,
548,971,1519,
247,532,779,
63,660,723,
164,914,1078,
674,684,1358,
295,521,816,
48,563,611,
90,284,374,
12,199,211,
470,771,1241,
76,907,983,
410,833,1243,
309,649,958,
32,533,565,
408,729,1137,
84,524,608,
173,780,953,
612,856,1468,
412,950,1362,
420,884,1304,
109,206,315,
43,273,316,
75,832,907,
50,451,501,
207,295,502,
236,328,564,
33,650,683,
88,619,707,
613,911,1524,
157,428,585,
118,648,766,
262,310,572,
120,699,819,
202,258,460,
500,613,1113,
927,954,1881,
206,888,1094,
427,673,1100,
276,307,583,
185,495,680,
5,951,956,
529,669,1198,
33,327,360,
410,856,1266,
870,889,1759,
466,584,1050,
357,849,1206,
466,608,1074,
86,770,856,
337,622,959,
185,838,1023,
140,221,361,
589,770,1359,
224,602,826,
765,819,1584,
101,696,797,
479,765,1244,
89,394,483,
504,964,1468,
392,903,1295,
18,783,801,
536,592,1128,
94,628,722,
552,578,1130,
168,575,743,
275,535,810,
233,868,1101,
684,797,1481,
459,954,1413,
254,454,708,
660,991,1651,
6,992,998,
307,371,678,
595,949,1544,
727,914,1641,
67,897,964,
333,948,1281,
61,414,475,
24,49,73,
250,460,710,
133,290,423,
108,705,813,
14,214,228,
30,433,463,
506,552,1058,
214,862,1076,
665,737,1402,
290,551,841,
183,187,370,
215,943,1158,
191,582,773,
341,675,1016,
618,620,1238,
377,554,931,
36,929,965,
39,926,965,
905,969,1874,
625,632,1257,
612,773,1385,
290,426,716,
410,858,1268,
287,761,1048,
817,901,1718,
5,66,71,
434,565,999,
439,918,1357,
165,699,864,
317,669,986,
156,358,514,
298,525,823,
66,458,524,
642,892,1534,
884,898,1782,
169,214,383,
518,841,1359,
200,863,1063,
843,906,1749,
289,335,624,
415,470,885,
120,337,457,
211,907,1118,
250,802,1052,
232,788,1020,
767,828,1595,
493,791,1284,
112,249,361,
242,350,592,
565,910,1475,
182,846,1028,
355,490,845,
501,769,1270,
361,993,1354,
149,230,379,
305,990,1295,
531,694,1225,
190,454,644,
659,884,1543,
545,868,1413,
444,932,1376,
785,962,1747,
150,372,522,
682,861,1543,
532,972,1504,
330,537,867,
941,959,1900,
694,862,1556,
311,492,803,
632,988,1620,
103,432,535,
734,996,1730,
285,572,857,
714,825,1539,
